2	-1.086e-07	1.068e-10	1.871e-05	1.722e+01	1.113e-05	1.488e+01	9.520e-01	-8.818e-01	2.393e+00
3	2.997e-05	1.687e-08	-1.976e-03	1.024e+01	1.058e-04	-7.653e-01	8.487e-01	-1.244e+00	3.414e+00
4	4.988e-05	2.844e-08	-1.998e-03	6.092e+00	6.669e-05	-1.009e+00	8.709e-01	-1.423e+00	-2.134e+00
5	7.620e-05	3.072e-08	-2.104e-03	4.125e+00	6.329e-05	-1.289e+00	7.189e-01	-2.240e+00	-9.738e-01
6	1.062e-04	2.468e-08	-2.182e-03	3.037e+00	5.568e-05	-1.740e+00	7.762e-01	-1.903e+00	-6.206e-01
7	1.401e-04	8.890e-09	-2.264e-03	2.388e+00	2.340e-03	1.294e+01	1.000e+00	-3.328e-01	9.933e+00
8	1.742e-04	-1.178e-08	-2.299e-03	1.951e+00	2.662e-03	1.042e+01	1.000e+00	-3.270e-01	1.013e+01
9	2.128e-04	-4.182e-08	-2.432e-03	1.723e+00	5.917e-04	1.173e+00	9.959e-01	-5.510e-01	1.876e+00
10	2.439e-04	-1.109e-07	-2.335e-03	1.469e+00	4.140e-04	6.387e-01	9.951e-01	-5.716e-01	1.975e+00
11	2.596e-04	-1.301e-07	-2.453e-03	3.983e+00	7.148e-04	2.133e+00	9.346e-01	-8.554e-01	2.942e-01
12	2.734e-04	-1.450e-07	-1.154e-03	5.130e-01	1.940e-03	7.942e+00	9.964e-01	-4.244e-01	9.947e+00
13	2.891e-04	-1.660e-07	-8.890e-04	2.754e-01	-1.986e-03	7.023e+00	9.990e-01	-4.004e-01	8.219e-01
14	1.751e-04	-7.528e-08	3.810e-02	9.843e+01	-5.707e-04	-1.716e-01	9.995e-01	-4.109e-01	1.076e+01
15	1.929e-04	-9.963e-08	3.712e-02	8.751e+01	-2.431e-04	-8.754e-01	8.911e-01	-1.241e+00	-2.264e+00
16	2.041e-04	-1.164e-07	3.362e-02	7.463e+01	2.384e-04	-8.782e-01	8.939e-01	-1.228e+00	1.302e+00
17	2.136e-04	-1.276e-07	3.155e-02	6.444e+01	2.344e-04	-9.904e-01	9.057e-01	-1.181e+00	1.636e+00
18	2.226e-04	-7.221e-08	4.052e-02	9.146e+01	4.061e-04	-2.184e-01	9.990e-01	-4.153e-01	7.299e+00
19	1.916e-04	-2.147e-07	4.966e-02	5.015e+01	2.803e-03	1.722e+01	9.980e-01	-4.577e-01	8.447e+00
20	1.935e-04	-1.588e-07	3.318e-02	4.335e+01	-2.428e-04	-1.565e+00	9.078e-01	-1.183e+00	5.468e+00
21	2.985e-04	-1.152e-07	3.727e-02	6.718e+01	1.018e-03	4.676e+00	9.735e-01	-7.184e-01	4.303e+00
22	2.494e-04	-1.617e-07	3.268e-02	3.945e+01	-1.136e-04	-2.425e+00	8.876e-01	-1.448e+00	-5.778e-01
23	2.098e-04	-1.460e-07	3.280e-02	3.189e+01	-1.133e-04	-2.865e+00	7.308e-01	-2.082e+00	-2.984e-01
24	2.850e-04	-1.841e-07	3.129e-02	3.803e+01	-4.920e-04	1.980e+00	7.955e-01	-1.637e+00	4.723e-01
25	2.617e-04	-1.806e-07	3.229e-02	3.192e+01	-4.422e-04	1.403e+00	7.347e-01	-1.975e+00	6.128e-01
26	2.662e-04	-1.898e-07	3.202e-02	2.975e+01	-4.369e-04	1.363e+00	7.008e-01	-2.157e+00	8.981e-01
27	2.659e-04	-1.926e-07	3.203e-02	2.768e+01	-4.216e-04	1.245e+00	6.850e-01	-2.253e+00	1.070e+00
28	2.300e-04	-1.786e-07	3.185e-02	2.344e+01	-2.733e-04	2.695e-01	6.736e-01	-2.394e+00	7.120e-01
29	2.932e-04	-2.190e-07	3.161e-02	2.634e+01	-4.634e-04	1.464e+00	6.850e-01	-2.215e+00	1.496e+00
30	1.543e-04	-1.500e-07	3.586e-02	1.945e+01	-5.500e-04	-2.227e-01	9.987e-01	-5.090e-01	-4.903e-01
31	2.639e-04	-2.105e-07	2.886e-02	2.065e+01	-3.007e-04	7.157e-01	6.780e-01	-2.297e+00	1.620e+00
32	2.855e-04	-2.329e-07	3.486e-02	2.301e+01	-2.991e-03	8.912e+00	9.955e-01	-4.896e-01	5.965e+00
33	-4.790e-05	-1.026e-07	5.153e-02	1.704e+01	1.144e-02	3.496e+01	9.991e-01	-3.853e-01	1.155e+01
34	7.407e-05	-1.032e-07	3.488e-02	1.547e+01	1.788e-03	2.474e+00	9.847e-01	-5.869e-01	3.104e+00
35	7.408e-05	-9.532e-08	3.537e-02	1.536e+01	1.793e-03	2.177e+00	9.782e-01	-6.341e-01	2.949e+00
36	1.990e-04	-1.086e-07	2.094e-02	1.274e+01	9.880e-04	2.218e+00	9.673e-01	-7.077e-01	2.972e+00
37	4.465e-04	-3.168e-07	2.259e-02	2.414e+01	-3.280e-03	9.347e+00	9.962e-01	-4.799e-01	5.931e+00
38	1.775e-04	-1.787e-07	3.279e-02	1.390e+01	3.394e-03	4.506e+00	9.814e-01	-6.096e-01	2.950e+00
39	1.566e-04	-1.638e-07	3.200e-02	1.355e+01	3.428e-03	4.234e+00	9.823e-01	-6.032e-01	3.034e+00
40	2.130e-04	-1.489e-07	3.627e-02	1.487e+01	-3.540e-03	4.125e+00	9.800e-01	-6.241e-01	-3.205e-01
41	1.328e-04	-1.679e-07	3.384e-02	1.313e+01	8.717e-03	2.632e+01	9.990e-01	-3.848e-01	3.696e+01
42	1.691e-04	-1.566e-07	2.560e-02	1.114e+01	2.885e-03	3.548e+00	9.741e-01	-6.512e-01	3.159e+00
43	1.090e-04	-1.306e-07	3.082e-02	1.154e+01	3.426e-03	3.301e+00	9.772e-01	-6.339e-01	3.200e+00
44	1.312e-04	-1.380e-07	2.775e-02	1.060e+01	3.116e-03	3.132e+00	9.732e-01	-6.554e-01	3.253e+00
45	1.200e-04	-1.333e-07	2.818e-02	1.027e+01	3.148e-03	2.954e+00	9.720e-01	-6.624e-01	3.291e+00
46	1.367e-04	-1.365e-07	2.720e-02	9.318e+00	2.644e-03	2.635e+00	9.632e-01	-7.076e-01	3.329e+00
47	1.606e-04	-1.613e-07	2.531e-02	9.299e+00	2.794e-03	2.633e+00	9.656e-01	-6.955e-01	3.362e+00
48	1.065e-04	-1.359e-07	2.966e-02	9.752e+00	3.311e-03	2.561e+00	9.730e-01	-6.541e-01	3.421e+00
49	1.474e-04	-1.503e-07	2.565e-02	9.084e+00	2.762e-03	2.288e+00	9.661e-01	-6.909e-01	3.442e+00
50	1.701e-04	-1.763e-07	2.568e-02	9.253e+00	2.607e-03	2.119e+00	9.680e-01	-6.803e-01	3.464e+00
51	2.022e-04	-2.052e-07	2.561e-02	9.642e+00	2.440e-03	1.981e+00	9.730e-01	-6.499e-01	3.501e+00
52	2.768e-04	-2.693e-07	2.824e-02	1.183e+01	2.437e-03	2.027e+00	9.994e-01	-4.774e-01	3.720e+00
53	-3.450e-04	9.634e-08	5.688e-02	1.013e+01	4.885e-03	1.901e+00	9.779e-01	-6.305e-01	3.521e+00
54	9.169e-05	-2.279e-08	1.653e-02	4.935e+00	-1.601e-03	1.182e+00	8.650e-01	-1.113e+00	9.171e-01
55	2.354e-04	-1.770e-07	2.134e-02	8.269e+00	-6.621e-04	-2.613e-01	8.194e-01	-1.357e+00	2.195e-01
56	7.078e-05	-1.059e-07	3.504e-02	9.273e+00	4.701e-03	1.981e+01	9.996e-01	-3.563e-01	6.236e+00
57	1.089e-04	-1.237e-07	3.055e-02	8.570e+00	-3.235e-02	1.019e+02	1.001e+00	-1.102e-01	1.389e+01
58	1.046e-04	-1.220e-07	3.049e-02	8.359e+00	8.993e-03	9.662e+01	1.001e+00	-2.621e-01	8.552e+00
59	2.514e-04	-1.869e-07	2.607e-02	8.187e+00	-1.006e-02	1.628e+02	1.001e+00	-2.876e-01	4.610e+00
60	7.021e-05	-2.183e-07	3.195e-02	7.964e+00	-1.556e-02	1.277e+02	1.001e+00	-2.490e-01	4.305e+01
61	1.422e-04	-1.595e-07	2.965e-02	7.861e+00	1.142e-02	1.048e+02	1.001e+00	-2.300e-01	9.077e+00
62	1.357e-04	-1.504e-07	2.981e-02	7.695e+00	1.141e-02	1.105e+02	1.001e+00	-2.636e-01	2.127e+00
63	9.268e-05	-1.322e-07	3.169e-02	7.590e+00	4.465e-03	1.945e+01	1.000e+00	-3.413e-01	1.178e-01
64	1.582e-04	-1.679e-07	2.751e-02	7.133e+00	1.192e-02	1.204e+02	1.001e+00	-2.522e-01	2.296e+00
65	1.382e-04	-1.602e-07	2.932e-02	7.150e+00	1.424e-02	1.221e+02	1.001e+00	-2.567e-01	2.181e+00
66	1.438e-04	-1.691e-07	2.895e-02	6.952e+00	4.329e-03	2.183e+01	1.000e+00	-3.387e-01	1.043e-01
67	1.406e-04	-1.705e-07	2.902e-02	6.809e+00	4.528e-03	2.138e+01	9.997e-01	-3.521e-01	-7.053e-03
68	1.360e-04	-1.667e-07	2.921e-02	6.686e+00	1.386e-02	1.079e+02	1.001e+00	-2.570e-01	2.216e+00
69	1.365e-04	-1.685e-07	2.896e-02	6.510e+00	1.446e-02	1.152e+02	1.001e+00	-2.762e-01	1.777e+00
70	9.703e-05	-1.463e-07	3.027e-02	6.390e+00	5.402e-03	2.021e+01	9.999e-01	-3.464e-01	6.341e+00
71	7.948e-05	-1.331e-07	2.962e-02	6.112e+00	1.362e-02	1.009e+02	1.001e+00	-2.597e-01	1.475e+01
72	3.533e-05	-9.579e-08	2.999e-02	5.866e+00	4.382e-03	1.675e+01	9.996e-01	-3.557e-01	1.267e+01
73	1.075e-05	-7.545e-08	2.959e-02	5.605e+00	7.651e-03	7.204e+01	1.000e+00	-2.904e-01	2.065e+01
74	-8.774e-06	-6.116e-08	2.884e-02	5.354e+00	3.267e-03	1.447e+01	9.996e-01	-3.547e-01	1.908e+01
75	-1.441e-04	-8.529e-08	3.097e-02	5.158e+00	-1.192e-04	-3.617e+00	3.964e-01	-5.578e+00	1.985e-01
